round,config,posRMSE,posMax,att_r,att_p,att_y,n,coverage,gt_dist,valid,converged,acc_cov,gyr_cov,b_acc_cov,b_gyr_cov,imu_int_frame,img_point_cov,patch_size,patch_pyr_level,vio_max_iter,inv_expo_cov,exposure_est_en,imu_time_offset,img_time_offset,lidar_time_offset,dept_err,beam_err,dept_err_rel,min_eigen_value,voxel_size,max_layer,max_points_num,lio_max_iter,point_filter_num,filter_size_surf,blind,gravity_align_en
v5,lo_v100_bmid_l005_d02,0.2815,0.8824,1.789,2.524,25.328,457,0.935,5.038,1,1,0.1,0.1,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v1000_l005_d00_vox03_fs020_ml3,0.2821,0.5074,1.925,0.634,1.699,452,0.937,5.035,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,3,50,5,1,0.2,0.2,True
v5,lo_v1000_bhi_l010_d02,0.2823,0.534,1.474,1.535,15.557,459,0.949,5.033,1,1,0.1,0.1,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs025_vox03_v1000_be005_pf3_mp100_ga0,0.2827,0.6595,0.593,0.717,5.494,457,0.947,5.038,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,3,0.25,0.2,False
v7,fs015_vox03_v1000_be010_pf1_mp50_ga0,0.2843,0.8069,1.209,0.98,2.807,450,0.921,5.039,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,50,5,1,0.15,0.2,False
v6,imlo_v1000_l010_d01_vox03_fs020_ml3,0.2845,0.8356,0.699,0.896,3.385,451,0.935,5.031,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,3,50,5,1,0.2,0.2,True
v6,imlo_v100_l010_d00_vox03_fs005_ml3,0.285,0.7394,1.547,2.249,72.755,430,0.937,5.016,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.3,3,50,5,1,0.05,0.2,True
v6,imlo_v100_l010_d01_vox03_fs005_ml1,0.285,0.8039,1.452,2.391,42.997,451,0.921,5.03,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.05,0.2,True
v7,fs025_vox03_v1000_be005_pf1_mp50_ga1,0.2852,0.8064,0.806,0.585,1.881,457,0.935,5.034,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.25,0.2,True
v7,fs015_vox03_v100_be002_pf1_mp50_ga0,0.2858,0.6637,1.287,0.741,1.934,460,0.935,5.031,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,50,5,1,0.15,0.2,False
v6,imhi_v1000_l010_d00_vox08_fs020_ml3,0.286,0.6221,1.678,0.833,2.893,450,0.919,5.034,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.8,3,50,5,1,0.2,0.2,True
v5,mid_v1000_bhi_l000_d01,0.2862,0.6344,1.903,1.578,7.361,457,0.935,5.026,1,1,0.5,0.3,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,hi_v100_bhi_l005_d01,0.2872,0.6425,2.28,2.218,37.114,457,0.935,5.035,1,1,1.5,1.0,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,mid_v100_blo_l005_d02,0.2874,0.6085,2.09,2.908,38.004,461,0.936,5.038,1,1,0.5,0.3,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v1000_l005_d00_vox08_fs020_ml1,0.2876,0.639,2.09,1.328,3.33,459,0.937,5.034,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.8,1,50,5,1,0.2,0.2,True
v5,mid_v1000_blo_l000_d01,0.2885,0.5994,1.784,1.08,7.15,450,0.935,5.041,1,1,0.5,0.3,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs015_vox03_v100_be010_pf3_mp50_ga1,0.2893,0.7663,1.259,2.0,59.285,397,0.936,5.038,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,50,5,3,0.15,0.2,True
v6,imhi_v1000_l010_d00_vox03_fs020_ml2,0.2898,0.5975,2.037,0.648,1.598,457,0.935,5.038,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.3,2,50,5,1,0.2,0.2,True
v5,lo_v100_blo_l010_d02,0.2899,0.8675,1.646,2.043,60.811,433,0.951,5.028,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v100_l010_d00_vox03_fs020_ml2,0.2902,0.9481,1.754,2.531,5.296,458,0.949,5.039,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.3,2,50,5,1,0.2,0.2,True
v6,imhi_v100_l005_d00_vox08_fs020_ml1,0.2904,0.6809,2.218,1.866,3.251,456,0.937,5.033,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.8,1,50,5,1,0.2,0.2,True
v6,imhi_v1000_l010_d01_vox05_fs005_ml3,0.2907,0.9252,3.816,2.241,33.24,457,0.948,5.035,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,3,50,5,1,0.05,0.2,True
v6,imhi_v1000_l010_d00_vox05_fs020_ml1,0.2914,0.5783,2.757,0.857,1.333,452,0.926,5.038,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.5,1,50,5,1,0.2,0.2,True
v7,fs020_vox05_v1000_be005_pf1_mp50_ga0,0.2916,0.5841,1.485,0.579,1.868,458,0.938,5.032,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,50,5,1,0.2,0.2,False
v5,lo_v1000_bmid_l010_d03,0.292,0.8377,1.761,0.893,1.838,457,0.935,5.037,1,1,0.1,0.1,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v1000_l005_d01_vox03_fs020_ml3,0.292,0.5848,1.932,0.489,2.201,451,0.935,5.033,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,3,50,5,1,0.2,0.2,True
v5,lo_v1000_bmid_l005_d03,0.2923,0.8808,1.562,0.944,2.031,457,0.947,5.034,1,1,0.1,0.1,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,hi_v1000_bmid_l010_d02,0.2924,0.7397,3.038,1.154,1.903,452,0.925,5.036,1,1,1.5,1.0,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs015_vox05_v1000_be002_pf3_mp100_ga0,0.2924,0.5898,1.227,0.597,1.926,454,0.922,5.034,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,100,5,3,0.15,0.2,False
v8,fs018_vox040_mp50_ps4_pl4_if50,0.2926,1.262,1.12,0.88,2.529,458,0.934,5.036,1,1,0.1,0.1,0.0005,0.0005,50,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.4,1,50,5,3,0.18,0.2,True
v7,fs025_vox05_v100_be010_pf3_mp100_ga0,0.2927,0.9513,1.807,1.715,2.099,458,0.949,5.034,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,3,0.25,0.2,False
v7,fs020_vox05_v1000_be010_pf1_mp100_ga1,0.2929,0.7394,1.198,0.73,3.288,451,0.935,5.035,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,1,0.2,0.2,True
v7,fs025_vox05_v1000_be010_pf1_mp50_ga0,0.2933,0.7929,1.222,0.85,2.428,457,0.935,5.034,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,50,5,1,0.25,0.2,False
v5,lo_v100_blo_l010_d03,0.294,0.8041,1.365,2.397,61.522,433,0.937,5.035,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v1000_l010_d00_vox08_fs020_ml2,0.2942,0.6281,1.749,1.027,2.964,459,0.935,5.036,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.8,2,50,5,1,0.2,0.2,True
v6,imhi_v1000_l010_d01_vox08_fs020_ml3,0.2942,0.6243,2.278,0.629,2.228,457,0.935,5.037,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,3,50,5,1,0.2,0.2,True
v5,mid_v1000_bmid_l000_d02,0.2955,0.5506,1.703,1.818,4.774,458,0.935,5.047,1,1,0.5,0.3,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,hi_v100_bmid_l005_d01,0.2956,0.6425,2.308,1.817,27.591,457,0.948,5.043,1,1,1.5,1.0,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v100_l010_d01_vox08_fs020_ml3,0.2963,0.6933,1.81,2.05,5.832,458,0.936,5.03,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,3,50,5,1,0.2,0.2,True
v6,imlo_v1000_l010_d00_vox03_fs020_ml2,0.2963,0.7311,0.874,0.731,2.692,458,0.937,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.3,2,50,5,1,0.2,0.2,True
v7,fs015_vox03_v100_be010_pf3_mp100_ga0,0.2968,0.8622,1.165,2.08,60.896,407,0.938,5.032,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,100,5,3,0.15,0.2,False
v6,imhi_v1000_l005_d01_vox03_fs020_ml2,0.2975,0.7392,1.938,0.647,1.749,458,0.937,5.029,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,2,50,5,1,0.2,0.2,True
v7,fs025_vox03_v1000_be002_pf3_mp100_ga1,0.2975,0.7042,0.633,0.624,2.362,457,0.935,5.04,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,100,5,3,0.25,0.2,True
v6,imhi_v1000_l010_d01_vox05_fs005_ml2,0.2979,0.9386,3.833,2.374,30.958,452,0.923,5.048,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.05,0.2,True
v8,fs015_vox030_mp50_ps4_pl4_if20,0.298,0.6401,1.688,0.811,1.481,457,0.935,5.037,1,1,0.1,0.1,0.0005,0.0005,20,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,3,0.15,0.2,True
v6,imlo_v1000_l010_d00_vox08_fs020_ml1,0.2982,0.7281,0.875,1.053,2.731,451,0.923,5.037,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.8,1,50,5,1,0.2,0.2,True
v5,mid_v1000_bhi_l000_d02,0.2984,0.6206,1.744,1.001,3.865,457,0.935,5.042,1,1,0.5,0.3,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v100_l010_d00_vox08_fs020_ml2,0.2997,0.8479,2.515,1.878,3.059,459,0.949,5.04,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.8,2,50,5,1,0.2,0.2,True
v6,imlo_v100_l005_d00_vox03_fs005_ml1,0.2997,0.6938,1.923,2.056,67.307,423,0.936,5.03,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,1,50,5,1,0.05,0.2,True
v5,lo_v100_bmid_l010_d03,0.3002,0.8195,1.368,2.297,65.337,435,0.938,5.032,1,1,0.1,0.1,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs015_vox03_v1000_be005_pf3_mp100_ga1,0.3013,0.9807,0.808,0.681,2.056,457,0.935,5.029,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,3,0.15,0.2,True
v6,imlo_v100_l010_d01_vox03_fs005_ml3,0.3015,0.8982,1.514,2.502,51.963,454,0.936,5.03,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,3,50,5,1,0.05,0.2,True
v7,fs020_vox05_v1000_be010_pf1_mp50_ga1,0.3015,0.6746,1.386,0.526,1.742,451,0.936,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,50,5,1,0.2,0.2,True
v7,fs015_vox05_v1000_be002_pf1_mp100_ga0,0.3018,0.5776,1.258,0.546,2.101,457,0.935,5.032,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,100,5,1,0.15,0.2,False
v6,imhi_v1000_l005_d01_vox08_fs020_ml1,0.302,0.5869,2.443,2.076,11.413,457,0.936,5.041,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.8,1,50,5,1,0.2,0.2,True
v6,imhi_v100_l005_d01_vox05_fs020_ml1,0.302,0.8239,2.531,1.455,1.874,452,0.936,5.031,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,50,5,1,0.2,0.2,True
v7,fs020_vox03_v100_be010_pf1_mp50_ga1,0.3021,1.0444,1.142,1.101,1.382,459,0.935,5.048,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,50,5,1,0.2,0.2,True
v6,imlo_v1000_l010_d00_vox05_fs005_ml1,0.3041,0.7152,1.872,1.279,4.17,459,0.937,5.041,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.5,1,50,5,1,0.05,0.2,True
v6,imhi_v1000_l005_d00_vox03_fs020_ml2,0.305,0.6545,2.008,0.608,1.744,458,0.936,5.046,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,2,50,5,1,0.2,0.2,True
v6,imhi_v100_l005_d00_vox05_fs020_ml2,0.305,0.7597,2.142,1.453,2.088,462,0.937,5.035,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,2,50,5,1,0.2,0.2,True
v6,imlo_v1000_l005_d00_vox05_fs005_ml1,0.3054,1.0646,1.311,1.769,27.88,459,0.936,5.034,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,1,50,5,1,0.05,0.2,True
v7,fs020_vox05_v1000_be005_pf3_mp50_ga0,0.3055,1.065,0.944,0.811,2.919,457,0.935,5.039,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,50,5,3,0.2,0.2,False
v8,fs020_vox025_mp50_ps4_pl4_if20,0.3055,0.8002,1.119,0.914,1.394,451,0.923,5.037,1,1,0.1,0.1,0.0005,0.0005,20,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.25,1,50,5,3,0.2,0.2,True
v6,imhi_v1000_l005_d00_vox03_fs020_ml1,0.3058,0.5626,1.778,0.796,4.011,458,0.937,5.038,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,1,50,5,1,0.2,0.2,True
v7,fs025_vox05_v1000_be010_pf1_mp50_ga1,0.3059,0.6545,0.545,0.635,2.234,457,0.949,5.035,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,50,5,1,0.25,0.2,True
v6,imhi_v100_l005_d00_vox05_fs020_ml3,0.3068,0.8161,2.403,1.318,3.639,459,0.937,5.023,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,3,50,5,1,0.2,0.2,True
v6,imhi_v1000_l010_d01_vox08_fs020_ml1,0.3073,0.6273,2.062,0.898,3.155,457,0.935,5.038,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,1,50,5,1,0.2,0.2,True
v5,hi_v100_bmid_l010_d02,0.3077,0.8127,2.674,2.161,10.943,450,0.921,5.036,1,1,1.5,1.0,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,hi_v1000_bmid_l010_d03,0.3083,0.6859,3.155,1.063,2.756,457,0.948,5.04,1,1,1.5,1.0,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v100_l005_d00_vox03_fs005_ml2,0.3084,0.6938,1.781,2.247,65.539,419,0.951,5.03,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,2,50,5,1,0.05,0.2,True
v5,hi_v1000_blo_l010_d03,0.3094,0.6832,3.155,1.063,2.791,452,0.925,5.034,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs015_vox05_v100_be010_pf1_mp100_ga1,0.3094,0.8767,0.941,1.49,3.447,458,0.949,5.036,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,1,0.15,0.2,True
v6,imlo_v100_l005_d00_vox03_fs005_ml3,0.3098,0.6941,1.869,2.115,64.141,420,0.944,5.029,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,3,50,5,1,0.05,0.2,True
v5,hi_v100_bhi_l000_d01,0.3109,0.8057,2.089,2.234,31.387,451,0.923,5.046,1,1,1.5,1.0,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v100_l010_d01_vox05_fs020_ml3,0.3111,0.7911,1.699,1.292,2.794,457,0.935,5.036,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,3,50,5,1,0.2,0.2,True
v7,fs015_vox05_v1000_be010_pf1_mp100_ga0,0.3116,0.5621,1.204,0.596,2.119,457,0.935,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,1,0.15,0.2,False
v6,imhi_v1000_l005_d00_vox08_fs020_ml3,0.3126,0.6253,2.148,1.26,3.066,458,0.935,5.039,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.8,3,50,5,1,0.2,0.2,True
v5,mid_v100_blo_l005_d03,0.3133,0.761,2.051,2.599,52.116,451,0.924,5.044,1,1,0.5,0.3,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v1000_l005_d00_vox05_fs020_ml3,0.3136,0.6613,3.271,1.462,1.826,462,0.934,5.035,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,3,50,5,1,0.2,0.2,True
v5,hi_v100_blo_l010_d03,0.3138,0.8985,2.592,1.382,3.21,458,0.949,5.033,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v1000_l005_d01_vox05_fs020_ml3,0.3146,1.0364,2.559,1.055,2.856,458,0.936,5.03,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,3,50,5,1,0.2,0.2,True
v7,fs020_vox05_v100_be005_pf3_mp50_ga1,0.3147,0.9656,1.362,1.609,4.459,452,0.925,5.037,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,50,5,3,0.2,0.2,True
v7,fs025_vox05_v100_be005_pf3_mp100_ga1,0.3149,0.8685,1.015,1.11,3.975,457,0.935,5.035,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,100,5,3,0.25,0.2,True
v7,fs015_vox03_v100_be005_pf1_mp50_ga1,0.3164,0.8163,1.975,0.919,1.976,458,0.936,5.035,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.15,0.2,True
v5,hi_v100_blo_l005_d03,0.3172,0.7322,3.435,1.219,3.368,451,0.92,5.035,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs020_vox03_v100_be005_pf3_mp50_ga1,0.3176,1.0602,1.664,1.086,3.165,452,0.938,5.039,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,3,0.2,0.2,True
v6,imhi_v1000_l005_d01_vox05_fs020_ml2,0.3183,1.0389,2.564,1.062,2.1,451,0.923,5.041,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.2,0.2,True
v6,imlo_v1000_l010_d00_vox03_fs020_ml3,0.3185,0.6829,0.803,1.056,3.383,450,0.922,5.041,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.3,3,50,5,1,0.2,0.2,True
v6,imlo_v100_l010_d01_vox03_fs005_ml2,0.3193,0.9019,1.58,2.523,60.697,460,0.95,5.04,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,2,50,5,1,0.05,0.2,True
v6,imlo_v100_l010_d01_vox05_fs005_ml1,0.3208,0.923,2.031,2.216,72.408,452,0.95,5.037,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,1,50,5,1,0.05,0.2,True
v6,imhi_v1000_l005_d00_vox05_fs020_ml2,0.3215,0.6664,3.348,1.478,1.799,459,0.936,5.044,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,2,50,5,1,0.2,0.2,True
v7,fs015_vox05_v100_be002_pf1_mp50_ga0,0.3216,0.7934,1.677,1.431,2.089,450,0.921,5.038,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,50,5,1,0.15,0.2,False
