round,config,posRMSE,posMax,att_r,att_p,att_y,n,coverage,gt_dist,valid,converged,acc_cov,gyr_cov,b_acc_cov,b_gyr_cov,imu_int_frame,img_point_cov,patch_size,patch_pyr_level,vio_max_iter,inv_expo_cov,exposure_est_en,imu_time_offset,img_time_offset,lidar_time_offset,dept_err,beam_err,dept_err_rel,min_eigen_value,voxel_size,max_layer,max_points_num,lio_max_iter,point_filter_num,filter_size_surf,blind,gravity_align_en
v6,imlo_v1000_l005_d01_vox05_fs005_ml2,0.3221,0.9039,1.855,2.409,48.681,459,0.937,5.027,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.05,0.2,True
v6,imlo_v1000_l010_d01_vox08_fs020_ml2,0.3223,0.6685,0.786,0.61,2.919,457,0.935,5.042,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,2,50,5,1,0.2,0.2,True
v6,imhi_v100_l010_d01_vox05_fs020_ml2,0.323,0.8145,3.301,1.737,3.857,453,0.936,5.039,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.2,0.2,True
v7,fs015_vox03_v1000_be002_pf3_mp50_ga1,0.3243,0.8938,1.022,2.011,59.348,392,0.95,5.022,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,50,5,3,0.15,0.2,True
v6,imhi_v100_l005_d01_vox08_fs020_ml3,0.3245,1.0251,2.217,1.396,5.941,460,0.938,5.032,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.8,3,50,5,1,0.2,0.2,True
v6,imhi_v100_l010_d01_vox08_fs020_ml2,0.3263,0.6904,2.15,2.809,20.272,459,0.949,5.046,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,2,50,5,1,0.2,0.2,True
v7,fs015_vox03_v100_be010_pf3_mp50_ga0,0.3263,0.9657,1.109,1.803,67.727,416,0.936,5.018,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,50,5,3,0.15,0.2,False
v8,fs018_vox025_mp50_ps4_pl4_if50,0.3267,1.2207,1.116,0.927,2.869,457,0.935,5.038,1,1,0.1,0.1,0.0005,0.0005,50,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.25,1,50,5,3,0.18,0.2,True
v6,imhi_v100_l010_d00_vox08_fs020_ml1,0.327,0.8854,2.75,2.604,7.377,460,0.937,5.037,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.8,1,50,5,1,0.2,0.2,True
v7,fs015_vox05_v1000_be005_pf1_mp100_ga0,0.3275,0.7431,1.184,0.868,2.026,457,0.935,5.033,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,100,5,1,0.15,0.2,False
v5,lo_v100_bhi_l005_d01,0.3279,0.7926,1.348,1.741,2.511,451,0.921,5.034,1,1,0.1,0.1,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v1000_l010_d00_vox08_fs020_ml1,0.3284,0.803,2.027,1.144,3.714,459,0.935,5.038,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.8,1,50,5,1,0.2,0.2,True
v5,hi_v100_blo_l000_d02,0.3322,0.9898,1.483,1.006,5.081,457,0.935,5.031,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs015_vox03_v1000_be002_pf3_mp50_ga0,0.3326,0.9419,1.11,2.097,59.501,414,0.937,5.033,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,50,5,3,0.15,0.2,False
v5,hi_v1000_blo_l000_d03,0.3336,1.4652,2.658,2.365,2.832,458,0.946,5.037,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v1000_l010_d01_vox08_fs020_ml3,0.3339,0.6652,1.161,0.663,3.058,459,0.937,5.042,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,3,50,5,1,0.2,0.2,True
v7,fs015_vox05_v1000_be010_pf1_mp50_ga0,0.3342,0.7541,1.475,1.791,1.927,458,0.937,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,50,5,1,0.15,0.2,False
v5,mid_v1000_bmid_l000_d01,0.3349,0.6813,1.551,2.11,19.476,457,0.947,5.038,1,1,0.5,0.3,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,hi_v100_bmid_l010_d03,0.3356,0.9159,2.542,1.633,14.676,458,0.936,5.033,1,1,1.5,1.0,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v1000_l005_d01_vox08_fs020_ml2,0.336,0.7595,1.605,0.879,3.91,451,0.922,5.045,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.8,2,50,5,1,0.2,0.2,True
v7,fs015_vox05_v1000_be005_pf1_mp50_ga0,0.3361,0.5747,1.476,0.861,1.841,457,0.935,5.033,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,50,5,1,0.15,0.2,False
v5,mid_v100_blo_l010_d02,0.3373,0.9389,2.693,1.8,1.694,457,0.935,5.03,1,1,0.5,0.3,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs015_vox03_v1000_be002_pf1_mp50_ga1,0.3375,1.0055,0.929,1.913,62.643,390,0.936,5.04,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,50,5,1,0.15,0.2,True
v7,fs015_vox03_v1000_be005_pf3_mp50_ga0,0.3376,1.0314,0.765,0.772,3.539,460,0.936,5.047,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,3,0.15,0.2,False
v6,imlo_v1000_l010_d01_vox03_fs005_ml2,0.3383,0.8847,1.774,2.294,49.939,452,0.937,5.025,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,2,50,5,1,0.05,0.2,True
v6,imhi_v100_l005_d00_vox03_fs020_ml3,0.339,0.868,1.74,1.194,6.104,459,0.933,5.042,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,3,50,5,1,0.2,0.2,True
v6,imlo_v1000_l005_d01_vox05_fs005_ml3,0.3391,0.9733,1.907,2.529,51.746,459,0.949,5.033,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,3,50,5,1,0.05,0.2,True
v6,imhi_v100_l010_d00_vox08_fs020_ml3,0.3412,0.7679,2.036,2.58,17.274,460,0.935,5.038,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.8,3,50,5,1,0.2,0.2,True
v5,lo_v1000_bhi_l000_d02,0.3415,0.8277,1.368,0.863,3.038,459,0.936,5.033,1,1,0.1,0.1,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v1000_l010_d01_vox03_fs005_ml1,0.3421,0.9675,1.711,2.251,48.576,451,0.923,5.038,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.05,0.2,True
v6,imhi_v1000_l010_d01_vox03_fs005_ml1,0.3425,0.9745,2.314,1.823,54.793,457,0.935,5.048,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.05,0.2,True
v5,lo_v100_blo_l005_d03,0.3426,0.9975,1.484,2.604,63.253,427,0.936,5.03,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v1000_l010_d01_vox03_fs005_ml2,0.3431,0.9826,2.317,1.84,51.378,451,0.923,5.028,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,2,50,5,1,0.05,0.2,True
v6,imlo_v1000_l010_d00_vox03_fs005_ml3,0.3455,0.9079,2.636,1.433,2.484,451,0.923,5.044,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.3,3,50,5,1,0.05,0.2,True
v6,imhi_v1000_l005_d00_vox05_fs020_ml1,0.3467,0.6949,3.562,1.122,1.805,458,0.936,5.034,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,1,50,5,1,0.2,0.2,True
v7,fs015_vox05_v1000_be002_pf1_mp50_ga0,0.347,0.7143,1.557,0.634,1.869,454,0.934,5.029,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,50,5,1,0.15,0.2,False
v5,mid_v100_blo_l005_d01,0.3478,0.8526,1.807,2.081,67.318,439,0.925,5.026,1,1,0.5,0.3,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v1000_l005_d00_vox03_fs005_ml3,0.3479,0.9286,1.824,1.552,33.694,460,0.936,5.033,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,3,50,5,1,0.05,0.2,True
v5,hi_v1000_blo_l005_d03,0.348,0.7382,3.569,1.045,2.816,451,0.934,5.039,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs025_vox05_v1000_be005_pf1_mp50_ga0,0.3504,1.0816,1.038,0.793,1.983,457,0.948,5.035,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,50,5,1,0.25,0.2,False
v7,fs020_vox05_v1000_be002_pf1_mp50_ga0,0.3507,0.7635,0.954,0.853,4.175,457,0.934,5.038,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,50,5,1,0.2,0.2,False
v6,imhi_v1000_l010_d01_vox03_fs005_ml3,0.3517,1.036,2.333,1.929,52.582,457,0.936,5.037,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,3,50,5,1,0.05,0.2,True
v5,hi_v100_bmid_l005_d03,0.3544,0.847,2.547,2.344,22.318,451,0.936,5.043,1,1,1.5,1.0,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs020_vox05_v100_be002_pf1_mp100_ga0,0.3544,0.8933,1.729,1.79,4.248,461,0.937,5.036,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,100,5,1,0.2,0.2,False
v6,imlo_v100_l005_d01_vox03_fs005_ml1,0.3549,0.9545,1.634,2.036,74.866,447,0.926,5.032,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.05,0.2,True
v5,hi_v1000_bmid_l005_d03,0.3576,0.9168,3.507,1.042,2.649,461,0.949,5.032,1,1,1.5,1.0,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v1000_l005_d00_vox05_fs005_ml1,0.3583,1.0075,3.112,5.156,1.582,452,0.923,5.039,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,1,50,5,1,0.05,0.2,True
v6,imlo_v1000_l010_d01_vox03_fs005_ml3,0.3586,1.0315,1.754,2.322,51.956,454,0.948,5.031,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,3,50,5,1,0.05,0.2,True
v7,fs020_vox03_v100_be010_pf3_mp100_ga1,0.3597,1.015,1.217,1.529,4.344,457,0.935,5.036,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,100,5,3,0.2,0.2,True
v6,imhi_v1000_l005_d01_vox08_fs020_ml3,0.3612,0.8094,2.123,0.849,3.113,451,0.936,5.033,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.8,3,50,5,1,0.2,0.2,True
v6,imhi_v100_l010_d01_vox08_fs020_ml1,0.3624,0.8167,2.553,2.187,3.534,453,0.924,5.031,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,1,50,5,1,0.2,0.2,True
v6,imlo_v1000_l010_d00_vox08_fs020_ml2,0.363,0.8148,1.21,0.962,4.484,457,0.935,5.039,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.8,2,50,5,1,0.2,0.2,True
v6,imhi_v1000_l010_d01_vox08_fs020_ml2,0.3642,0.839,2.684,0.726,2.077,451,0.923,5.038,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,2,50,5,1,0.2,0.2,True
v6,imhi_v1000_l010_d00_vox05_fs005_ml2,0.3644,1.7506,2.307,4.472,2.906,457,0.934,5.039,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.5,2,50,5,1,0.05,0.2,True
v6,imhi_v1000_l010_d00_vox05_fs005_ml3,0.3649,1.7505,2.292,4.471,2.724,457,0.935,5.046,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.5,3,50,5,1,0.05,0.2,True
v6,imlo_v100_l005_d01_vox03_fs005_ml2,0.3654,0.9546,1.646,2.118,66.657,429,0.946,5.036,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,2,50,5,1,0.05,0.2,True
v5,lo_v100_bhi_l005_d02,0.3655,0.9425,1.542,1.545,2.52,459,0.936,5.034,1,1,0.1,0.1,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,lo_v1000_bmid_l005_d02,0.3665,1.1285,1.583,1.328,3.317,459,0.936,5.03,1,1,0.1,0.1,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v100_l010_d01_vox05_fs005_ml2,0.3667,0.9325,1.927,2.412,71.829,430,0.923,5.035,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.05,0.2,True
v5,hi_v1000_bhi_l005_d03,0.3684,0.9014,3.771,1.07,2.505,458,0.936,5.033,1,1,1.5,1.0,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,lo_v1000_blo_l000_d01,0.3693,0.7486,1.436,0.863,4.192,458,0.948,5.034,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,lo_v1000_bhi_l000_d01,0.3698,0.7502,1.398,0.852,4.2,459,0.937,5.037,1,1,0.1,0.1,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v100_l005_d01_vox03_fs005_ml3,0.37,0.9563,1.827,2.081,63.515,460,0.936,5.037,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,3,50,5,1,0.05,0.2,True
v6,imlo_v1000_l010_d01_vox08_fs005_ml1,0.3703,0.9894,1.702,1.423,3.601,450,0.92,5.029,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,1,50,5,1,0.05,0.2,True
v6,imlo_v1000_l005_d00_vox03_fs005_ml2,0.3715,1.0639,1.801,1.769,49.398,457,0.935,5.03,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,2,50,5,1,0.05,0.2,True
v6,imhi_v1000_l005_d01_vox05_fs005_ml3,0.3716,1.299,3.016,3.842,71.933,458,0.936,5.031,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,3,50,5,1,0.05,0.2,True
v8,fs018_vox025_mp100_ps4_pl4_if20,0.3721,1.4625,0.833,1.89,3.34,457,0.948,5.036,1,1,0.1,0.1,0.0005,0.0005,20,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.25,1,100,5,3,0.18,0.2,True
v7,fs015_vox03_v1000_be002_pf1_mp100_ga1,0.3756,0.9803,1.244,2.541,58.774,400,0.949,5.037,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,100,5,1,0.15,0.2,True
v6,imlo_v100_l010_d01_vox08_fs020_ml2,0.3775,1.6338,1.608,1.102,4.282,457,0.935,5.028,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,2,50,5,1,0.2,0.2,True
v7,fs020_vox05_v100_be010_pf3_mp100_ga0,0.3778,0.8256,1.514,1.695,3.465,459,0.936,5.034,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,3,0.2,0.2,False
v6,imlo_v1000_l005_d00_vox03_fs005_ml1,0.3784,1.2814,1.879,1.998,45.634,451,0.936,5.033,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,1,50,5,1,0.05,0.2,True
v6,imlo_v100_l005_d00_vox05_fs005_ml1,0.3791,1.112,2.37,3.035,54.685,455,0.937,5.025,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,1,50,5,1,0.05,0.2,True
v7,fs015_vox03_v1000_be002_pf1_mp100_ga0,0.3802,0.9703,1.301,2.408,63.932,390,0.936,5.041,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,100,5,1,0.15,0.2,False
v7,fs025_vox03_v1000_be010_pf1_mp50_ga1,0.3839,0.8989,0.757,0.544,3.859,458,0.95,5.045,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,50,5,1,0.25,0.2,True
v6,imhi_v100_l010_d01_vox05_fs005_ml2,0.3859,1.1118,2.891,3.101,68.043,453,0.922,5.042,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.05,0.2,True
v6,imhi_v100_l005_d00_vox03_fs005_ml1,0.3866,1.1203,2.147,1.832,72.175,459,0.935,5.035,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,1,50,5,1,0.05,0.2,True
v6,imlo_v100_l010_d01_vox05_fs020_ml2,0.3874,1.0311,1.459,0.941,4.23,458,0.946,5.037,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.2,0.2,True
v6,imhi_v1000_l005_d01_vox05_fs005_ml2,0.3882,0.9422,3.626,3.52,46.768,459,0.935,5.027,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.05,0.2,True
v5,mid_v100_bhi_l010_d02,0.3894,0.9883,3.057,2.644,30.14,459,0.937,5.05,1,1,0.5,0.3,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,lo_v100_bmid_l010_d01,0.3898,0.8215,2.159,3.068,37.395,458,0.937,5.032,1,1,0.1,0.1,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v8,fs018_vox040_mp100_ps4_pl4_if20,0.3909,1.4631,1.319,1.959,4.625,460,0.936,5.041,1,1,0.1,0.1,0.0005,0.0005,20,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.4,1,100,5,3,0.18,0.2,True
v6,imlo_v100_l010_d01_vox05_fs005_ml3,0.3913,0.9523,1.925,2.431,69.049,455,0.947,5.025,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,3,50,5,1,0.05,0.2,True
v6,imhi_v100_l010_d00_vox05_fs005_ml1,0.3934,1.4403,4.092,3.911,69.438,452,0.95,5.035,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.5,1,50,5,1,0.05,0.2,True
v6,imlo_v1000_l005_d01_vox05_fs005_ml1,0.3936,1.0846,2.036,2.412,64.71,453,0.935,5.026,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,50,5,1,0.05,0.2,True
v6,imhi_v100_l005_d00_vox03_fs005_ml2,0.3942,1.1278,2.18,1.817,71.98,462,0.936,5.024,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,2,50,5,1,0.05,0.2,True
v6,imlo_v100_l005_d01_vox05_fs005_ml2,0.3945,1.0375,1.856,2.754,71.085,459,0.935,5.039,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.05,0.2,True
v6,imlo_v100_l005_d01_vox05_fs005_ml3,0.3953,1.1046,1.728,2.824,66.673,458,0.936,5.022,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,3,50,5,1,0.05,0.2,True
v5,mid_v100_bmid_l010_d02,0.3954,0.9892,2.932,2.673,23.884,458,0.949,5.044,1,1,0.5,0.3,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v8,fs018_vox040_mp50_ps4_pl4_if20,0.4008,1.058,1.585,1.498,3.413,457,0.948,5.043,1,1,0.1,0.1,0.0005,0.0005,20,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.4,1,50,5,3,0.18,0.2,True
v5,lo_v1000_blo_l000_d02,0.4025,1.1255,1.91,0.944,3.626,460,0.936,5.034,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs020_vox05_v1000_be002_pf3_mp50_ga0,0.4026,1.3333,0.868,0.923,2.687,457,0.935,5.035,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,50,5,3,0.2,0.2,False
v5,lo_v1000_bhi_l005_d02,0.4039,1.1283,1.373,2.082,3.709,457,0.947,5.04,1,1,0.1,0.1,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
